index,sentence_x,subsentence_detail,monetary_policy,monetary_score,monetary_view_score,tense,sentence_y,hirose_san_score,hirose_san_topic,select,match_score,match_view
20130418_1_17_1_1,"Like fiscal policy , the pace of financial reform to safeguard stability such as higher capital and liquidity buffers should be carefully calibrated to support bank lending and real growth ",0.0,False,0,0,0,"Like fiscal policy , the pace of financial reform to safeguard stability such as higher capital and liquidity buffers should be carefully calibrated to support bank lending and real growth ,",0.0,0.0,0.1852451435479524,1,1
20141115_1_2_1_1,"With output gaps still large , and inflation running below target , accommodative monetary conditions remain essential to support demand",,True,-1,-1,present,"With output gaps still large , and inflation running below target , accommodative monetary conditions remain essential to support demand",1.0,1.0,0.1863442521923253,0,0
20150209_1_9_2_2,constrained by the zero lower bound,0.0,False,0,0,0,constrained by the zero lower bound,0.0,0.0,0.1865379946521808,1,1
20121105_1_16_1_1,"In the United States , improving the transmission of the monetary easing",0.0,False,0,0,0,"In the United States , improving the transmission of the monetary easing",0.0,0.0,0.18679865687823305,1,1
20170705_1_2_1_1,fiscal policy should ensure,0.0,False,0,0,0,fiscal policy should ensure,0.0,0.0,0.18855952730739245,1,1
20150209_1_3_1_1,"In many emerging market economies , macroeconomic policy space",0.0,False,0,0,0,"In many emerging market economies , macroeconomic policy space",0.0,0.0,0.1919715113991537,1,1
20130418_1_1_1_1,Comprehensive and ambitious consolidation plans and entitlement reform are instrumental given tradeoffs facing fiscal policy,0.0,False,0,0,0,Comprehensive and ambitious consolidation plans and entitlement reform are instrumental given tradeoffs facing fiscal policy,0.0,0.0,0.19469999248783454,1,1
20101021_1_9_1_1,"In particular , maintaining accommodative monetary policy through 2011 , including through an expansion of central bank balance sheets , can counteract some of the contractionary effects of fiscal consolidation",,True,-1,0,future,"In particular , maintaining accommodative monetary policy through 2011 , including through an expansion of central bank balance sheets , can counteract some of the contractionary effects of fiscal consolidation",1.0,1.0,0.19835448429897184,0,0
20140219_1_14_1_1,"In particular , a Single Resolution Mechanism SRM based on an independent centralized authority , with efficient resolution powers supported by a single resolution fund would be necessary to ensure least cost and timely resolution",0.0,False,0,0,0,"In particular , a Single Resolution Mechanism SRM based on an independent centralized authority , with efficient resolution powers supported by a single resolution fund would be necessary to ensure least cost and timely resolution",0.0,0.0,0.19954046418191984,1,1
20140917_1_30_1_1,The strengthening of activity in advanced economies and looming normalization of monetary policy in some implies,0.0,False,0,0,0,The strengthening of activity in advanced economies and looming normalization of monetary policy in some implies,0.0,0.0,0.20038412608063472,1,1
20090708_1_21_1_1,Central banks will need to devise plans to exit from unconventional measures to ensure a smooth return to private intermediation and to forestall concerns,,True,-1,-1,future,Central banks will need to devise plans to exit from unconventional measures to ensure a smooth return to private intermediation and to forestall concerns,0.0,0.0,0.20135261305465646,0,0
20120225_1_13_1_1,"Where inflationary pressures are diminishing and fiscal fundamentals are weak , monetary policy can be eased",,True,1,1,past,"Where inflationary pressures are diminishing and fiscal fundamentals are weak , monetary policy can be eased",1.0,1.0,0.20188769547542096,1,1
20171006_3_2_1_2,which illustrates the benefits of recalibrating the policy mix across both surplus and deficit countries see IMF 2017 External Sector Report,0.0,False,0,0,0,which illustrates the benefits of recalibrating the policy mix across both surplus and deficit countries see IMF 2017 External Sector Report,0.0,0.0,0.20218269958876234,1,1
20171006_1_1_1_1,"To safeguard the current growth momentum , the macroeconomic policy mix should be adjusted to changing circumstances",0.0,False,0,0,0,"To safeguard the current growth momentum , the macroeconomic policy mix should be adjusted to changing circumstances",0.0,0.0,0.21040621974257334,1,1
20090903_1_17_1_1,Interest rates will need to be raised,0.0,False,0,0,0,Interest rates will need to be raised,-1.0,1.0,0.21071218676890158,0,0
20151115_1_22_1_2,to complete and implement the regulatory reform agenda,0.0,False,0,0,0,to complete and implement the regulatory reform agenda,0.0,0.0,0.21255483545402565,1,1
20100423_1_3_1_1,Accommodative monetary policy does not have such automatic consequences and can be reversed quickly,,True,-1,-1,past,Accommodative monetary policy does not have such automatic consequences and can be reversed quickly,0.0,0.0,0.21345637033148224,0,0
20090903_1_3_1_1,The Fed has signaled,0.0,False,0,0,0,The Fed has signaled,0.0,0.0,0.2139484348012468,1,1
20110709_1_1_1_1,There is a need to put the global financial system on a more resilient footing,0.0,False,0,0,0,There is a need to put the global financial system on a more resilient footing,0.0,0.0,0.21782742835357294,1,1
20130719_1_12_1_1,"In Japan , the BoJ 's objective to raise inflation to 2 percent and the sweeping enhancements to the monetary framework are welcome",0.0,False,0,0,0,"In Japan , the BoJ 's objective to raise inflation to 2 percent and the sweeping enhancements to the monetary framework are welcome",0.0,0.0,0.22204710353897006,1,1
20140219_1_7_1_1,"In the euro area , more monetary easing",0.0,False,0,0,0,"In the euro area , more monetary easing",0.0,1.0,0.22399777077507166,1,1
20130905_1_7_1_1,Clear communication of central bank intentions is vital to help avoid new financial excesses or abrupt reversals of capital flows,0.0,False,0,0,0,Clear communication of central bank intentions is vital to help avoid new financial excesses or abrupt reversals of capital flows,0.0,0.0,0.2244421553439735,1,1
20121105_1_23_1_2,where a strong credit expansion continues or,0.0,False,0,0,0,where a strong credit expansion continues or,0.0,0.0,0.22448753360365048,1,1
20121105_1_8_1_1,Sovereigns under stress need to continue to adjust and request appropriate EFSF/ESM support,0.0,False,0,0,0,Sovereigns under stress need to continue to adjust and request appropriate EFSF/ESM support,0.0,0.0,0.22710244567162152,1,1
20100904_1_3_1_1,"In many advanced economies , the financial sector remains the Achilles heel of recovery prospects for private demand",0.0,False,0,0,0,"In many advanced economies , the financial sector remains the Achilles heel of recovery prospects for private demand",0.0,0.0,0.22782223310516392,1,1
20151115_1_27_1_1,"However , the global financial safety net remains underused during periods of turbulence , with uneven access and a multilayered structure for example , regional financing arrangements , bilateral swap lines , and Fund financing",0.0,False,0,0,0,"However , the global financial safety net remains underused during periods of turbulence , with uneven access and a multilayered structure for example , regional financing arrangements , bilateral swap lines , and Fund financing",0.0,0.0,0.2279472024217195,1,1
20090708_1_14_1_1,"Large international reserves have provided scope , in some cases , to counter exchange rate volatility and sustain the availability of foreign currency funding , for example for trade finance",0.0,False,0,0,0,"Large international reserves have provided scope , in some cases , to counter exchange rate volatility and sustain the availability of foreign currency funding , for example for trade finance",0.0,0.0,0.22918117064115984,1,1
20151115_1_17_1_2,if needed will help meet ECB 's price stability objective,0.0,False,0,0,0,if needed will help meet ECB 's price stability objective,0.0,0.0,0.23000044115057083,1,1
20171006_4_4_1_3,that raise labor supply ,0.0,False,0,0,0,"that raise labor supply ,",0.0,0.0,0.2331789086734798,1,1
20170705_1_4_1_4,where there is still cyclical slack,0.0,False,0,0,0,where there is still cyclical slack,0.0,0.0,0.2335137799861342,1,1
20170314_1_11_1_2,when implementing reforms,0.0,False,0,0,0,when implementing reforms,0.0,0.0,0.23434164146446257,1,1
20171006_1_2_1_2,which have fiscal space should support growth with all available tools ,0.0,False,0,0,0,"which have fiscal space should support growth with all available tools ,",0.0,0.0,0.2353137738228226,1,1
20110415_1_5_1_1,Current projections are for a limited decline in budget deficits of emerging economies in 2011 and 2012 ,0.0,False,0,0,0,"Current projections are for a limited decline in budget deficits of emerging economies in 2011 and 2012 ,",0.0,0.0,0.23570585196742022,1,1
20090903_1_19_2_2,how to withdraw excess liquidity,0.0,False,0,0,0,how to withdraw excess liquidity,0.0,0.0,0.2357623297392597,1,1
20090708_1_10_1_3,although they remain significantly elevated relative to levels prior to the crisis,0.0,False,0,0,0,although they remain significantly elevated relative to levels prior to the crisis,0.0,0.0,0.23621622770772355,1,1
20100904_1_19_1_1,"There is increasing divergence in the monetary policy stances between advanced and emerging economies , reflecting macroeconomic developments ",0.0,False,0,0,0,"There is increasing divergence in the monetary policy stances between advanced and emerging economies , reflecting macroeconomic developments ,",0.0,0.0,0.23704902184856935,1,1
20160901_1_20_1_1,"Where inflation is still well below targets , monetary policy should remain expansionary , using all available instruments for example , in Japan and the euro area",,True,1,1,future,"Where inflation is still well below targets , monetary policy should remain expansionary , using all available instruments for example , in Japan and the euro area",1.0,1.0,0.2386042668221091,1,1
20160226_4_9_1_1,"Fiscal consolidation should continue , underpinned by comprehensive tax reform and further reductions in subsidies",0.0,False,0,0,0,"Fiscal consolidation should continue , underpinned by comprehensive tax reform and further reductions in subsidies",0.0,0.0,0.23891438989610803,1,1
20110709_1_4_1_1,The pace of recapitalization needs to be accelerated in order to provide cushions against asset losses or shocks to liquidity,0.0,False,0,0,0,The pace of recapitalization needs to be accelerated in order to provide cushions against asset losses or shocks to liquidity,0.0,0.0,0.2399574886940503,1,1
20170705_1_3_1_2,"where inflation is still below central bank targets and output gaps remain negative , monetary policy should stay supportive",,True,1,1,future,"where inflation is still below central bank targets and output gaps remain negative , monetary policy should stay supportive",1.0,1.0,0.2402376783180138,1,1
20090903_1_20_1_2,as underlying inflation is expected to remain very low,0.0,False,0,0,0,as underlying inflation is expected to remain very low,0.0,0.0,0.24225087587827077,1,1
20110218_1_7_1_1,"monetary policy accommodation is thus the right policy from a domestic perspective , considering also",0.0,False,0,0,0,"monetary policy accommodation is thus the right policy from a domestic perspective , considering also",1.0,1.0,0.24239735061801992,0,0
20160901_1_5_1_1,"At the same time , policymakers can raise confidence by explaining to citizens the benefits of reform and ",0.0,False,0,0,0,"At the same time , policymakers can raise confidence by explaining to citizens the benefits of reform and ,",0.0,0.0,0.24361632217526707,1,1
20090708_1_16_1_1,"Looking forward , the appreciation of exchange rates since the first quarter will help support domestic demand , consistent with broader need to rebalance the global economy towards higher consumption in those economies",0.0,False,0,0,0,"Looking forward , the appreciation of exchange rates since the first quarter will help support domestic demand , consistent with broader need to rebalance the global economy towards higher consumption in those economies",0.0,0.0,0.24400221003363853,1,1
20140917_1_36_1_1,"Nevertheless , working towards meeting the official primary surplus target with sustainable policies",0.0,False,0,0,0,"Nevertheless , working towards meeting the official primary surplus target with sustainable policies",0.0,0.0,0.24458739875238034,1,1
20121105_1_13_1_1,"Central banks have been at the forefront of the policy response to the recent global slowdown , and should continue supporting the recovery ",0.0,False,0,0,0,"Central banks have been at the forefront of the policy response to the recent global slowdown , and should continue supporting the recovery ,",0.0,0.0,0.24501383328253812,1,1
20101021_1_2_1_1,"In many advanced economies , insufficient progress with repair and reform is weighing on credit growth , and slowing the normalization of monetary and fiscal policies , with adverse spillovers on emerging economies , through large and volatile capital flows",0.0,False,0,0,0,"In many advanced economies , insufficient progress with repair and reform is weighing on credit growth , and slowing the normalization of monetary and fiscal policies , with adverse spillovers on emerging economies , through large and volatile capital flows",0.0,0.0,0.246792782549781,1,1
20150209_1_16_1_1,"In Japan , the implementation of the Bank of Japan 's BoJ October announcement of expanded Quantitative and Qualitative Monetary Easing QQE framework by accelerating purchases of JGBs and extending their maturity and tripling the purchases of private assets remains critical to support domestic demand",0.0,False,0,0,0,"In Japan , the implementation of the Bank of Japan 's BoJ October announcement of expanded Quantitative and Qualitative Monetary Easing QQE framework by accelerating purchases of JGBs and extending their maturity and tripling the purchases of private assets remains critical to support domestic demand",0.0,0.0,0.24778655621877832,1,1
20090903_1_30_1_1,Conventional monetary tightening will need to be accompanied by steps to offset the impact of large central bank balance sheets,,True,1,1,future,Conventional monetary tightening will need to be accompanied by steps to offset the impact of large central bank balance sheets,0.0,1.0,0.24786882368417829,0,0
20130719_1_34_1_2,"where current account deficits are widening , with monetary policy remaining the first line of defense",0.0,False,0,0,0,"where current account deficits are widening , with monetary policy remaining the first line of defense",0.0,0.0,0.24937556626816537,1,1
20091107_1_3_1_1,"For most countries , fiscal consolidation should be a top priority , with monetary policy able to adjust more flexibly to achieve a desired level of overall stimulus",,True,0,0,future,"For most countries , fiscal consolidation should be a top priority , with monetary policy able to adjust more flexibly to achieve a desired level of overall stimulus",0.0,0.0,0.2499295678426562,1,1
20130418_1_23_1_1,These economies should also consider greater emphasis on fiscal tightening .,,True,0,0,future,These economies should also consider greater emphasis on fiscal tightening .,0.0,0.0,0.24997185189907356,1,1
20130418_1_5_1_1,It will create greater scope to pursue supportive monetary policy without triggering concern about central bank independence or a resurgence of inflation,0.0,False,0,0,0,It will create greater scope to pursue supportive monetary policy without triggering concern about central bank independence or a resurgence of inflation,0.0,0.0,0.25390374708054486,1,1
20120120_1_10_1_1,This could be achieved by lower ECB monetary policy interest rates ,,True,-1,-1,past,"This could be achieved by lower ECB monetary policy interest rates ,",0.0,0.0,0.25406425872201344,0,0
20141115_1_20_1_2,that has increased exposure to external funding risks in others,0.0,False,0,0,0,that has increased exposure to external funding risks in others,0.0,0.0,0.25643412293566437,1,1
20100904_1_13_1_2,although this line has become thin,0.0,False,0,0,0,although this line has become thin,0.0,0.0,0.257049246710079,1,1
20110218_1_2_1_1,Concern about asset values and risky exposures should be addressed by forcing banks to build capital buffers ,0.0,False,0,0,0,"Concern about asset values and risky exposures should be addressed by forcing banks to build capital buffers ,",0.0,0.0,0.2587962183197978,1,1
20170314_1_3_1_1,"In the United States , monetary policy normalization should continue to be gradual and data driven",,True,0,0,future,"In the United States , monetary policy normalization should continue to be gradual and data driven",0.0,1.0,0.2588282617786556,1,1
20090708_1_16_1_2,that had accumulated reserves before the financial crisis,0.0,False,0,0,0,that had accumulated reserves before the financial crisis,0.0,0.0,0.25978754823484074,1,1
20100227_1_4_1_2,that would bolster domestic demand,0.0,False,0,0,0,that would bolster domestic demand,0.0,0.0,0.26310651493789805,1,1
20090708_1_20_1_3,that could set back the healing process and the incipient recovery,0.0,False,0,0,0,that could set back the healing process and the incipient recovery,0.0,0.0,0.26355756261583974,1,1
20130719_1_23_1_1,Requirements differ across countries,0.0,False,0,0,0,Requirements differ across countries,0.0,0.0,0.26507272046774544,1,1
20140219_1_24_1_1,The strengthening of the recovery and unwinding of accommodative monetary policy in advanced economies will lead to tighter external financing conditions and could generate further bouts of volatility in capital flows,,True,-1,-1,future,The strengthening of the recovery and unwinding of accommodative monetary policy in advanced economies will lead to tighter external financing conditions and could generate further bouts of volatility in capital flows,0.0,0.0,0.26567822103045036,0,0
20091107_1_27_1_1,This includes paying interest on excess reserves ,0.0,False,0,0,0,"This includes paying interest on excess reserves ,",0.0,0.0,0.2706553696902484,1,1
20120120_1_4_1_1,"Importantly , not all countries should adjust in the same way , to the same extent , or at the same time ",0.0,False,0,0,0,"Importantly , not all countries should adjust in the same way , to the same extent , or at the same time ,",0.0,0.0,0.2741134197551275,1,1
20100904_1_8_1_1,"This is needed not only to halt and ultimately reverse the large rise in public debt ratios , but also to help create room for policy maneuver to support private demand",0.0,False,0,0,0,"This is needed not only to halt and ultimately reverse the large rise in public debt ratios , but also to help create room for policy maneuver to support private demand",0.0,0.0,0.27461070758794404,1,1
20140917_1_34_1_2,where it is limited considering possible tradeoffs between building buffers and slowing growth and strengthen policy frameworks,0.0,False,0,0,0,where it is limited considering possible tradeoffs between building buffers and slowing growth and strengthen policy frameworks,0.0,0.0,0.27553867239296315,1,1
20110709_1_14_1_1,A number of emerging market economies are already operating at or above capacity,0.0,False,0,0,0,A number of emerging market economies are already operating at or above capacity,0.0,0.0,0.2757327106196348,1,1
20130221_1_10_1_1,"In the euro area , improving the effectiveness of monetary policy will require the broad range of policies discussed above to reverse financial fragmentation",,True,-1,-1,future,"In the euro area , improving the effectiveness of monetary policy will require the broad range of policies discussed above to reverse financial fragmentation",0.0,0.0,0.276414171409913,0,0
20121105_1_4_1_1,"In the euro area building on OMT and ESM activation , further action is also needed to strengthen banks , address structural shortcomings and complete EMU",0.0,False,0,0,0,"In the euro area building on OMT and ESM activation , further action is also needed to strengthen banks , address structural shortcomings and complete EMU",0.0,0.0,0.2771357647647821,1,1
20110709_1_17_1_1,"Thus , policy tightening will have to continue",0.0,False,0,0,0,"Thus , policy tightening will have to continue",0.0,0.0,0.27945809430645197,1,1
20090903_1_9_1_2,that aided the functioning of repo markets,0.0,False,0,0,0,that aided the functioning of repo markets,0.0,0.0,0.28086855746330897,1,1
20111015_1_16_1_1,Prudential authorities will need to be watchful of risks flowing from low interest rates,0.0,False,0,0,0,Prudential authorities will need to be watchful of risks flowing from low interest rates,0.0,0.0,0.28191579374884246,1,1
20100227_1_24_1_1,Monetary and fiscal policies can help to reduce inflows,0.0,False,0,0,0,Monetary and fiscal policies can help to reduce inflows,0.0,0.0,0.2827021842652617,1,1
20100423_1_5_1_1,"Furthermore , fiscal policy adjustment typically has a long lead time relative to monetary policy",0.0,False,0,0,0,"Furthermore , fiscal policy adjustment typically has a long lead time relative to monetary policy",0.0,0.0,0.2831532527721746,1,1
20151115_1_7_1_1,Joint efforts by deficit and surplus economies to rebalance global demand would reduce excess external imbalances while sustaining growth,0.0,False,0,0,0,Joint efforts by deficit and surplus economies to rebalance global demand would reduce excess external imbalances while sustaining growth,0.0,0.0,0.28365854529510903,1,1
20150904_1_18_1_1,These monetary policy efforts should be supported by measures to strengthen bank balance sheets ,,True,1,1,past,"These monetary policy efforts should be supported by measures to strengthen bank balance sheets ,",0.0,0.0,0.2851023520987429,0,0
20090903_1_22_1_1,"At the same time , a prolonged period of very low interest rates could fuel excessive risk taking",0.0,False,0,0,0,"At the same time , a prolonged period of very low interest rates could fuel excessive risk taking",0.0,1.0,0.28618226718957995,1,1
20130719_1_27_1_2,which restricts available policy room,0.0,False,0,0,0,which restricts available policy room,0.0,0.0,0.2877157676305573,1,1
20130719_1_3_1_1,"Broadly speaking , monetary policy accommodation should continue to play its supportive role , given low inflation and still large output gaps ",,True,1,1,future,"Broadly speaking , monetary policy accommodation should continue to play its supportive role , given low inflation and still large output gaps ,",1.0,1.0,0.2886940493868394,1,1
20150209_1_15_1_1,The Fed 's employment and inflation objectives should guide policy decisions and the beginning of normalization of the monetary policy stance ,,True,0,0,future,"The Fed 's employment and inflation objectives should guide policy decisions and the beginning of normalization of the monetary policy stance ,",0.0,0.0,0.2895789267393144,1,1
20100423_1_10_1_2,"as fiscal support is phased out , could undercut global recovery",0.0,False,0,0,0,"as fiscal support is phased out , could undercut global recovery",0.0,0.0,0.29263374673455556,1,1
20121105_1_19_2_2,if downside risks materialize given the receding inflation pressures,0.0,False,0,0,0,if downside risks materialize given the receding inflation pressures,0.0,0.0,0.2950252026785869,1,1
20091107_1_9_1_1,One of the key lessons from experiences of similar crises is,0.0,False,0,0,0,One of the key lessons from experiences of similar crises is,0.0,0.0,0.2960312743089929,1,1
20140219_1_1_1_1,Monetary policy should remain accommodative in advanced economies ,,True,1,1,future,"Monetary policy should remain accommodative in advanced economies ,",1.0,1.0,0.3033206934219004,1,1
20100227_1_20_1_2,as it could amplify exchange rate pressures,0.0,False,0,0,0,as it could amplify exchange rate pressures,0.0,0.0,0.3052356088596796,1,1
20090903_1_26_1_1,"A number of these economies , notably in Asia , are already enjoying relatively vigorous rebounds of activity",0.0,False,0,0,0,"A number of these economies , notably in Asia , are already enjoying relatively vigorous rebounds of activity",0.0,0.0,0.30728722013393706,1,1
20130719_1_1_1_1,"In advanced economies , macroeconomic policies should support growth",0.0,False,0,0,0,"In advanced economies , macroeconomic policies should support growth",0.0,0.0,0.311059025256584,1,1
20130418_1_8_1_1,"Better central bank communications may help bring down real interest rates and provide added support to demand , including by reassuring markets against premature tightening",,True,1,1,future,"Better central bank communications may help bring down real interest rates and provide added support to demand , including by reassuring markets against premature tightening",0.0,0.0,0.311793176398355,0,0
20100423_1_14_1_1,"If the economy is not at risk of overheating , the appropriate policy response would be to lower interest rates and to tighten fiscal policy , thus reducing currency appreciation pressures",,True,1,1,future,"If the economy is not at risk of overheating , the appropriate policy response would be to lower interest rates and to tighten fiscal policy , thus reducing currency appreciation pressures",1.0,1.0,0.31224484893935955,1,1
20130905_1_20_1_2,where inflation and expectations are well anchored to provide room for maneuver,0.0,False,0,0,0,where inflation and expectations are well anchored to provide room for maneuver,0.0,0.0,0.31278981697446695,1,1
20100227_1_24_1_2,"if the central bank has exhausted the sterilization possibilities and risks losing monetary control , or does not want to accumulate further reserves assuming",0.0,False,0,0,0,"if the central bank has exhausted the sterilization possibilities and risks losing monetary control , or does not want to accumulate further reserves assuming",0.0,0.0,0.31461871523590934,1,1
20150209_1_31_1_3,"which highlights the challenges faced by oil exporters with fixed exchange rate regimes for example , Venezuela , Ecuador",0.0,False,0,0,0,"which highlights the challenges faced by oil exporters with fixed exchange rate regimes for example , Venezuela , Ecuador",0.0,0.0,0.31731224521115575,1,1
20090903_1_31_1_1,The recent large expansion of central bank balance sheets is mirrored in the growth of bank reserves ,0.0,False,0,0,0,"The recent large expansion of central bank balance sheets is mirrored in the growth of bank reserves ,",0.0,0.0,0.3181342072127893,1,1
20160226_4_3_1_2,that still have fiscal buffers should use them to smooth the adjustment to lower commodity prices,,True,-1,-1,present,that still have fiscal buffers should use them to smooth the adjustment to lower commodity prices,0.0,0.0,0.3193055418411661,0,0
20160721_1_2_1_2,that will guide discussions between the United Kingdom and the E.U,0.0,False,0,0,0,that will guide discussions between the United Kingdom and the E.U,0.0,0.0,0.31977320662857744,1,1
20130719_1_24_1_3,"although capital flow reversals , external financing needs , and financial stability risks might constrain scope for action in some countries",0.0,False,0,0,0,"although capital flow reversals , external financing needs , and financial stability risks might constrain scope for action in some countries",0.0,0.0,0.32107431380812745,1,1
20140917_1_27_1_1,Large negative growth surprises in euro area countries should not trigger additional consolidation efforts ,0.0,False,0,0,0,"Large negative growth surprises in euro area countries should not trigger additional consolidation efforts ,",0.0,0.0,0.3214456691924008,1,1
20160721_1_22_1_1,"The new government should complement the proposed cap on federal noninterest spending with tax measures and address spending rigidities and unsustainable mandates , including in the pension system",0.0,False,0,0,0,"The new government should complement the proposed cap on federal noninterest spending with tax measures and address spending rigidities and unsustainable mandates , including in the pension system",0.0,0.0,0.32230991763013384,1,1
20160226_4_1_1_1,"In emerging economies , managing vulnerabilities and rebuilding resilience are high priorities in a context of tightening external financial conditions",0.0,False,0,0,0,"In emerging economies , managing vulnerabilities and rebuilding resilience are high priorities in a context of tightening external financial conditions",0.0,0.0,0.32385317583596884,1,1
20150209_1_11_1_2,"that further declines in inflation , even if temporary , may lead to additional downdraft in inflation expectations and rising real interest rates",0.0,False,0,0,0,"that further declines in inflation , even if temporary , may lead to additional downdraft in inflation expectations and rising real interest rates",0.0,0.0,0.32477122391785895,1,1
20100904_1_7_1_1,"However , fiscal policies need to urgently deliver measures",0.0,False,0,0,0,"However , fiscal policies need to urgently deliver measures",0.0,0.0,0.3260190151039509,1,1
20090903_1_10_1_1,"Foreign exchange swap and forward markets have also improved , as a result of the Fed 's Term Auction Facility TAF , central bank currency swap arrangements , and effectively unlimited funding from the ECB up to 1 year",0.0,False,0,0,0,"Foreign exchange swap and forward markets have also improved , as a result of the Fed 's Term Auction Facility TAF , central bank currency swap arrangements , and effectively unlimited funding from the ECB up to 1 year",0.0,0.0,0.3269039260313239,1,1
20130719_1_27_1_1,"In Latin America , economies are operating close to speed limit ",0.0,False,0,0,0,"In Latin America , economies are operating close to speed limit ,",0.0,0.0,0.32811491089106526,1,1
20090708_1_6_2_3,until a durable recovery is in sight,0.0,False,0,0,0,until a durable recovery is in sight,0.0,1.0,0.32842189871375826,1,1
20100227_1_21_1_1,These economies may have to consider tightening their fiscal stance more quickly,,True,0,0,future,These economies may have to consider tightening their fiscal stance more quickly,0.0,0.0,0.32913800249061387,1,1
20160901_1_4_1_1,"Where interest rates are at or near their effective lower bounds , fiscal policy must play a larger role",,True,0,0,,"Where interest rates are at or near their effective lower bounds , fiscal policy must play a larger role",0.0,0.0,0.33113829197631317,1,1
20160226_4_12_1_1,"The government should pursue fiscal consolidation by addressing rigidities and unsustainable mandates on the spending side , including in the social security system , and through tax measures and discretionary spending cuts to bolster fiscal results in the short run",0.0,False,0,0,0,"The government should pursue fiscal consolidation by addressing rigidities and unsustainable mandates on the spending side , including in the social security system , and through tax measures and discretionary spending cuts to bolster fiscal results in the short run",0.0,0.0,0.3316923858216948,1,1
20090903_1_23_1_2,as weak balance sheets and confidence are likely to weigh on credit availability,0.0,False,0,0,0,as weak balance sheets and confidence are likely to weigh on credit availability,0.0,0.0,0.33465771901336416,1,1
20160721_1_18_1_1,"In China , macro policies need to be adjusted for a moderate slowdown , allowing growth to settle at a sustainable level",0.0,False,0,0,0,"In China , macro policies need to be adjusted for a moderate slowdown , allowing growth to settle at a sustainable level",0.0,0.0,0.335791152057789,1,1
20130418_1_18_1_1,Consistent implementation and international cooperation is also critical for a level playing field and reducing fragmentation,0.0,False,0,0,0,Consistent implementation and international cooperation is also critical for a level playing field and reducing fragmentation,0.0,0.0,0.33583347919804984,1,1
